pomucka,kraj,celkem,2020-03-31,2020-04-01,2020-04-03,2020-04-04,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-20,2020-05-21,2020-05-25,2020-05-27,2020-05-28,2020-05-29,2020-06-03,2020-06-04,2020-06-05,2020-06-10,2020-06-11,2020-06-12,2020-06-15,2020-08-28,2020-10-01
Návleky na obuv,Karlovarský kraj,1600,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1500,1500,1500,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
Ochranné oděvy,Karlovarský kraj,43849,1364,1364,1464,1464,1464,1564,1564,1564,1564,1564,1564,2609,2609,4209,4209,4209,1000,4209,4209,4209,4209,4719,4719,4719,4719,4719,14719,14719,14719,14719,14719,24719,24719,24819,24819,24819,24819,24819,24819,26349,26349,26349,42849,42849,42849,43849,43849,43849,43849
Odběrové sady,Karlovarský kraj,28890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,2300,2300,2300,2300,3800,3800,3800,4800,4800,5300,5300,5300,5300,5300,15300,15300,15300,15300,15300,15300,15300,15300,22390,22390,22390,28890,28890,28890,28890,28890,28890,28890
Ostatní,Karlovarský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Karlovarský kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Karlovarský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Karlovarský kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Karlovarský kraj,318162,13811,13871,20811,20811,20811,24351,24351,30751,30751,30751,30751,43964,53135,56755,56755,56755,56755,66255,66255,66255,66255,64745,73905,73905,78625,78625,89365,98865,98865,112672,112672,163872,163872,167432,167432,167432,170862,170862,170862,175112,175112,175112,186962,186962,186962,318162,318162,318162,318162
Roušky,Karlovarský kraj,820855,39249,40449,101149,101149,101149,104149,104149,116649,172030,172030,172030,177125,177125,177525,177525,177525,177525,201275,201275,201275,201275,207625,207625,207625,207625,207625,210625,258125,258125,273136,273136,462636,462636,481236,481236,539855,540855,540855,540855,646855,646855,646855,700855,700855,700855,820855,820855,820855,820855
Rukavice,Karlovarský kraj,247204,11600,11660,18200,18200,18200,19200,19200,42200,42200,42200,42200,52279,52279,54279,54279,54279,54279,98679,98679,98679,98679,104879,104879,104879,105679,105679,106079,128279,128279,128279,128279,150479,150479,152519,152519,152519,153319,153319,153319,154604,154604,154604,180804,180804,180804,247204,247204,247204,247204
Rychlotesty,Karlovarský kraj,45024,3000,3000,6000,6000,6000,6000,6000,6000,6000,6000,6000,8483,8483,9483,9483,9483,9483,9483,9483,9483,9483,10483,10483,10483,14483,14483,14483,14483,14483,14483,14483,33324,33324,43324,43324,43324,43324,43324,43324,43324,43324,43324,43324,43324,43324,45024,45024,45024,45024
Tampóny,Karlovarský kraj,0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Karlovarský kraj,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Termokamery,Karlovarský kraj,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22
Štíty,Karlovarský kraj,3015,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2465,2465,2515,2515,2515,2515,2515,2515,2815,2815,2815,3015,3015,3015,3015,3015,3015,3015
Brýle,Kraj Vysočina,11920,350,350,350,350,350,350,355,355,355,355,355,355,355,355,355,355,355,380,380,380,380,380,380,410,410,410,410,410,410,410,410,1910,1910,1910,1910,1920,1920,1920,1920,1920,1920,1920,1920,1920,11920,11920,11920,11920,11920
Dezinfekce (l),Kraj Vysočina,2060,970,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1095,1095,1095,1095,1095,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,1175,2055,2055,2055,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060,2060
Filtry k polomaskám,Kraj Vysočina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Kraj Vysočina,11000,9100,9100,9100,9100,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,0,9300,9300,9300,9300,9300,9300,9300,9300,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,10300,10300,10300,10800,10800,10800,11000,11000,11000,11000,11000,11000,11000,11000
Ochranné oděvy,Kraj Vysočina,68960,1734,1734,2429,2429,2629,2629,3339,3339,3339,3339,3339,5145,5600,5600,5600,5600,9300,6080,6080,6080,6080,6080,6080,6680,6680,6710,6710,6710,6710,6710,6710,6710,6790,6790,6790,6860,6860,6860,8360,8360,8360,9860,9860,9860,68960,68960,68960,68960,68960
Odběrové sady,Kraj Vysočina,10170,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3600,6100,6100,6100,6100,6100,6100,6700,6700,7100,7100,7100,7100,7100,7100,7100,7800,7800,7800,8650,8650,8650,9070,9070,9070,9870,9870,9870,10170,10170,10170,10170,10170
Ostatní,Kraj Vysočina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Kraj Vysočina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Kraj Vysočina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Kraj Vysočina,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Kraj Vysočina,345317,21045,24345,35665,35665,35845,35845,38855,48455,48455,48455,48455,71224,89461,89461,89461,89461,89461,106621,106621,106621,106621,106861,122680,123880,123880,124940,124940,141300,141300,165143,165143,203767,218397,218397,218397,219167,219167,219167,220517,220517,220517,226117,226117,226117,345317,345317,345317,345317,345317
Roušky,Kraj Vysočina,1383029,80256,82156,182756,182756,182756,182756,188756,206256,301896,301896,301896,310695,325395,325395,325395,325395,325395,370845,370845,370845,370845,370845,370845,375045,375045,383045,383045,464845,464845,490769,490769,714569,1029069,1029069,1029069,1094029,1094029,1094029,1120029,1120029,1120029,1134029,1134029,1260029,1383029,1383029,1383029,1383029,1383029
Rukavice,Kraj Vysočina,324007,20000,20082,30200,30200,30600,30600,36700,75700,75700,75700,75700,93107,95207,95207,95207,95207,95207,177307,177307,177307,177307,177307,177307,182407,182407,187707,187707,225907,225907,225907,225907,264107,273807,273807,273807,275407,275407,275407,276807,276807,276807,278007,278007,278007,324007,324007,324007,324007,324007
Rychlotesty,Kraj Vysočina,31893,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6393,6393,6393,6393,6393,6393,7393,7393,7393,7393,7393,7393,12393,12393,12393,12393,12393,12393,12393,12393,20393,30393,30393,30393,30393,30393,30393,30393,30393,30393,30393,30393,30393,31893,31893,31893,31893,31893
Tampóny,Kraj Vysočina,0,600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Kraj Vysočina,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Termokamery,Kraj Vysočina,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,39,39,39,39,39,39,39,39
Štíty,Kraj Vysočina,2805,90,90,90,90,90,90,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,105,105,115,115,115,115,115,115,1615,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495,2805,2805,2805,2805,2805
Brýle,Královéhradecký kraj,3935,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,990,1020,1020,1020,1120,1120,1220,1220,1220,1220,1220,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3935,3935,3935,3935
Dezinfekce (l),Královéhradecký kraj,2650,870,925,925,925,925,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2325,2385,2385,2385,2425,2425,2465,2465,2465,2465,2465,2465,2465,2645,2645,2645,2650,2650,2650,2650,2650,2650,2650,2650,2650,2650,2650,2650,2650
Filtry k polomaskám,Královéhradecký kraj,2664,0,0,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,600,600,600,600,600,600,1000,1000,1000,1000,1000,1000,1000,1644,1644,1644,2384,2384,2384,2484,2484,2484,2664,2664,2664,2664,2664,2664,2664
Návleky na obuv,Královéhradecký kraj,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,500,500,500,1100,1100,1100,1100,1100,1100,1100
Ochranné oděvy,Královéhradecký kraj,78249,899,899,4999,4999,4999,14999,14999,14999,14999,14999,14999,17159,17159,27159,27159,27159,0,27159,27159,27159,27159,30189,30189,30189,33189,33189,33189,33189,33189,33189,33189,33189,33189,33389,33389,33389,33449,33449,33449,49549,49549,49549,73949,73949,73949,78249,78249,78249,78249
Odběrové sady,Královéhradecký kraj,38130,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2300,2300,2300,2300,2300,3800,3800,3800,5800,5800,6300,6300,6300,6300,6300,6300,6300,9300,9300,9300,13300,13300,13300,14130,14130,14130,26130,26130,26130,38130,38130,38130,38130
Ostatní,Královéhradecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Královéhradecký kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Královéhradecký kraj,800,0,0,200,200,200,200,200,200,200,200,200,200,200,300,300,300,600,300,300,300,300,300,300,300,300,300,500,500,500,500,500,500,500,500,500,500,800,800,800,800,800,800,800,800,800,800,800,800,800
Příslušenství k plicním ventilátorům,Královéhradecký kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Královéhradecký kraj,733025,32320,32440,64090,64090,64090,79190,79190,90390,90390,90390,90390,115834,132971,144721,144721,144721,144721,165591,165591,165591,165591,217051,234167,234167,275727,275727,338087,358957,358957,384755,384755,424825,424825,491125,491125,491125,542535,542535,542535,615425,615425,615425,710425,710425,710425,733025,733025,733025,733025
Roušky,Královéhradecký kraj,1915835,227717,229767,484417,484417,484417,565417,565417,587917,691397,691397,691397,700917,700917,704917,704917,704917,704917,757167,757167,757167,757167,767967,767967,767967,779467,779467,811967,916317,916317,944365,944365,1190715,1190715,1241315,1241315,1297835,1399835,1399835,1399835,1555835,1555835,1555835,1763835,1899835,1899835,1915835,1915835,1915835,1915835
Rukavice,Královéhradecký kraj,722324,7500,7608,18300,18300,18300,125300,125300,171300,171300,171300,171300,190134,190134,290434,290434,290434,290434,382034,382034,382034,382034,387834,387834,387834,488334,488334,488934,534734,534734,534734,534734,580534,580534,634174,634174,634174,641124,641124,641124,693324,693324,693324,694924,694924,694924,722324,722324,722324,722324
Rychlotesty,Královéhradecký kraj,32969,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7469,7469,8469,8469,8469,8469,8469,8469,8469,8469,8469,8469,8469,13469,13469,13469,13469,13469,13469,13469,21469,21469,31469,31469,31469,31469,31469,31469,31469,31469,31469,31469,31469,31469,32969,32969,32969,32969
Tampóny,Královéhradecký kraj,0,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,27159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Královéhradecký kraj,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
Termokamery,Královéhradecký kraj,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23
Štíty,Královéhradecký kraj,2155,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1835,1835,1975,1975,1975,2005,2005,2005,2105,2105,2105,2105,2105,2105,2155,2155,2155,2155
Brýle,Liberecký kraj,1995,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,335,335,335,335,335,335,335,335,335,335,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1835,1895,1895,1895,1995,1995,1995,1995
Dezinfekce (l),Liberecký kraj,1205,980,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205
Filtry k polomaskám,Liberecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Návleky na obuv,Liberecký kraj,2050,350,350,350,350,350,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,0,1050,1050,1050,1050,1050,1050,1050,1050,1050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
Ochranné oděvy,Liberecký kraj,17840,1118,1118,1418,1418,1418,2318,2318,2318,2318,2318,2318,3900,4800,6600,6600,6600,1050,6600,6600,6600,6600,6420,6420,6420,8440,8440,9240,9240,9240,9240,9240,14240,14240,15540,15540,15540,15540,15540,15540,15540,15540,15540,17040,17040,17040,17840,17840,17840,17840
Odběrové sady,Liberecký kraj,22100,1300,1300,1300,1300,6300,8300,8300,8300,8300,8300,8300,8300,10499,10499,10499,10499,20799,20799,20799,20799,20799,11100,11100,11100,13100,13100,13100,13100,13100,13100,13100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,22100,22100,22100,22100,22100,22100,22100
Ostatní,Liberecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Liberecký kraj,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Polomasky,Liberecký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Příslušenství k plicním ventilátorům,Liberecký kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Liberecký kraj,210290,30200,30280,39880,39880,39880,43210,43210,51210,51210,51210,51210,71062,87149,92599,92599,92599,92599,106199,106199,106199,106199,105669,119409,119409,120889,120889,123659,137259,137259,157970,157970,193320,193320,194180,194180,194180,194690,194690,194690,195090,195090,195090,197490,197490,197490,210290,210290,210290,210290
Roušky,Liberecký kraj,809900,108990,110640,197790,197790,197790,203790,203790,218790,301863,301863,301863,309506,306506,313006,313006,313006,313006,347006,347006,347006,347006,358056,358056,358056,369456,369456,380456,448456,448456,470973,470973,680973,680973,680973,680973,725900,736900,736900,736900,738900,738900,738900,762900,762900,762900,809900,809900,809900,809900
Rukavice,Liberecký kraj,266269,11050,11130,22350,22350,22350,28950,28950,62950,62950,64950,64950,80069,86669,93269,93269,93269,93269,160269,160269,160269,160269,161269,161269,161269,170069,170069,179069,212569,212569,212569,212569,246069,246069,254069,254069,254069,258669,258669,258669,259269,259269,259269,264269,264269,264269,266269,266269,266269,266269
Rychlotesty,Liberecký kraj,31810,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6310,6310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,7310,12310,12310,12310,12310,12310,12310,12310,20310,20310,30310,30310,30310,30310,30310,30310,30310,30310,30310,30310,30310,30310,31810,31810,31810,31810
Tampóny,Liberecký kraj,0,300,300,300,300,300,300,300,300,300,300,300,300,10300,10300,10300,10300,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Liberecký kraj,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Termokamery,Liberecký kraj,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21
Štíty,Liberecký kraj,2125,75,75,225,225,225,225,225,225,225,225,225,225,225,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1705,1705,1725,1725,1725,1725,1725,1725,1725,1725,1725,1925,1925,1925,2125,2125,2125,2125
Brýle,Moravskoslezský kraj,6573,1992,1992,1992,1992,1992,1992,2012,2012,2012,2012,2012,2012,2032,2032,2032,2032,2032,3162,3162,3162,3162,3142,3142,3192,3192,3422,3422,3422,3422,3422,3422,4922,4943,4943,4943,5943,5943,5943,5943,5943,5943,5973,5973,5973,6573,6573,6573,6573,6573
Dezinfekce (l),Moravskoslezský kraj,5000,2615,2725,2725,2725,2725,2725,2775,2775,2775,2775,2775,2775,2778,2778,2778,2778,2778,3478,3478,3478,3478,3475,3475,3975,3975,4075,4075,4075,4075,4075,4075,4075,4995,4995,4995,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
Filtry k polomaskám,Moravskoslezský kraj,3268,0,0,300,300,300,300,300,300,300,300,300,300,500,500,500,500,500,600,600,600,600,600,600,600,600,1000,1000,1000,1000,1000,1000,1000,1879,1879,1879,2644,2644,2644,3168,3168,3168,3268,3268,3268,3268,3268,3268,3268,3268
Návleky na obuv,Moravskoslezský kraj,17232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,250,1232,1232,1232,1232,1232,1232,1232,1232,11232,11232,11232,11232,11232,11232,11232,12232,12232,12232,17232,17232,17232,17232,17232,17232,17232,17232,17232,17232,17232,17232,17232,17232
Ochranné oděvy,Moravskoslezský kraj,131001,8974,8974,9234,9234,9234,9234,10524,10524,10524,10524,10524,15111,19546,19546,19546,19546,1232,22466,22466,22466,22466,21091,21091,21902,21902,44402,44402,44402,44402,44402,44402,44402,66151,66151,66151,69551,69551,69551,93151,93151,93151,122901,122901,122901,131001,131001,131001,131001,131001
Odběrové sady,Moravskoslezský kraj,78370,1800,1800,4750,4750,9750,9750,11750,11750,11750,11750,11750,11750,12000,12000,12000,12000,16900,22400,22400,22400,22400,20400,20400,24400,24400,66700,66700,66700,66700,66700,66700,66700,69000,69000,69000,71350,71350,71350,71770,71770,71770,76370,76370,76370,78370,78370,78370,78370,78370
Ostatní,Moravskoslezský kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plicní ventilátory,Moravskoslezský kraj,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,10,10,10
Polomasky,Moravskoslezský kraj,964,0,0,150,150,150,150,150,150,150,150,150,150,250,250,250,250,500,300,300,300,300,300,300,300,300,500,500,500,500,500,500,500,600,600,600,964,964,964,964,964,964,964,964,964,964,964,964,964,964
Příslušenství k plicním ventilátorům,Moravskoslezský kraj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Respirátory,Moravskoslezský kraj,734201,37095,37355,77325,77325,77325,77325,95705,119705,119705,119705,119705,174748,219039,219039,219039,219039,219039,285909,285909,285909,285909,285909,323285,365555,365555,398525,398525,441815,441815,498151,498151,560641,583121,583121,583121,605101,605101,605101,642801,642801,642801,671601,671601,671601,734201,734201,734201,734201,734201
Roušky,Moravskoslezský kraj,2859478,230709,235259,587709,587709,587709,587709,656709,704209,930185,930185,930185,950974,953474,953474,953474,953474,953474,1081924,1081924,1081924,1081924,1081924,1081924,1095324,1095324,1125203,1125203,1341653,1341653,1402904,1402904,1761354,2069554,2069554,2069554,2201078,2201078,2201078,2209078,2209078,2209078,2218078,2218078,2480478,2859478,2859478,2859478,2859478,2859478
Rukavice,Moravskoslezský kraj,850548,54600,54820,101900,101900,101900,101900,103100,200100,200100,200100,200100,241228,244628,244628,244628,244628,244628,451828,451828,451828,451828,450628,450628,478428,478428,484428,484428,581328,581328,581328,581328,678228,685798,685798,685798,700848,700848,700848,717948,717948,717948,749348,749348,749348,850548,850548,850548,850548,850548
Rychlotesty,Moravskoslezský kraj,68582,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,15103,15103,15103,15103,15103,15103,16103,16103,16103,16103,16103,16103,22113,22113,47613,47613,47613,47613,47613,47613,55613,67082,67082,67082,67082,67082,67082,67082,67082,67082,67082,67082,67082,68582,68582,68582,68582,68582
Tampóny,Moravskoslezský kraj,0,2300,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,4900,4900,4900,4900,19546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teploměry,Moravskoslezský kraj,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
Termokamery,Moravskoslezský kraj,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,36,36,36,36,36,36,36,36
Štíty,Moravskoslezský kraj,3928,89,89,889,889,889,889,893,893,893,893,893,893,903,903,903,903,903,923,923,923,923,913,913,1018,1018,1068,1068,1068,1068,1068,1068,2568,3498,3498,3498,3518,3518,3518,3618,3618,3618,3818,3818,3818,3928,3928,3928,3928,3928
Brýle,Olomoucký kraj,3692,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1635,1650,1650,1650,1650,1670,1670,1670,1670,1692,1692,1692,1692,1692,1692,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3192,3692,3692,3692,3692,3692
Dezinfekce (l),Olomoucký kraj,3730,2555,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2625,2665,2665,2665,2665,3265,3265,3265,3265,3265,3265,3265,3265,3265,3265,3265,3725,3725,3725,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730,3730
Filtry k polomaskám,Olomoucký kraj,2956,0,0,200,200,200,200,200,200,200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,400,400,800,800,800,800,800,800,800,1621,1621,1621,2346,2346,2346,2696,2696,2696,2956,2956,2956,2956,2956,2956,2956,2956
Návleky na obuv,Olomoucký kraj,2150,550,550,550,550,550,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,200,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
Ochranné oděvy,Olomoucký kraj,18485,5088,5088,6738,6738,6738,9738,9738,9738,9738,9738,9738,12245,12745,12745,12745,12745,2050,13185,13185,13185,13185,13585,13585,13785,13785,14385,14385,14385,14385,14385,14385,14385,14385,14385,14385,14885,14885,14885,14885,14885,14885,15885,15885,15885,18485,18485,18485,18485,18485
Odběrové sady,Olomoucký kraj,21600,2000,2000,2000,2000,7000,9000,9000,9000,9000,9000,9000,9000,9000,11000,11000,11000,12200,16200,16200,16200,16200,16600,16600,16600,16600,16600,16600,16600,16600,16600,16600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600,21600
Ostatní,Olomoucký kraj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
